neural
0.50858843
0.86241686
0.20155868
0.52958643
-0.41255894
0.6175114
0.6609036
1.0647827
0.574823
0.18447074
0.8222214
0.15053329
0.98652613
0.70571864
-0.32370034
0.076376535
0.67300856
0.20401725
0.1754671
-0.02595463
0.06720696
-0.012201693
0.3199688
1.3045594
1.1963927
0.48728523
0.17520198
1.3601681
1.1850086
0.70125544
0.66240084
0.80110896
0.7591692
0.9567677
0.7375971
0.92812693
0.6527802
0.7970873
0.8078791
1.3452088
1.3079029
0.957194
0.53241026
0.8921505
0.89177287
0.6688944
1.0128819
1.1835648
0.72999823
1.1793782
1.0601965
1.311072
1.1760451
0.93882906
1.5224463
1.3169285
1.0587946
1.2983137
1.3729388
1.160813
0.92653906
1.3280903
1.1269013
1.0196072
1.1823288
0.7614237
0.75058806
1.5182625
1.05998
0.44606742
1.5141875
1.5437218
1.21269
1.3889796
1.6528813
1.594278
1.5759321
1.5386549
1.0629402
1.6402537
1.4563328
1.8713223
1.0149285
1.237744
1.529637
1.4844776
1.7323529
1.5850407
1.4941307
1.5137907
1.2475611
1.666968
1.6458441
1.4838988
1.4199454
1.7075602
1.4965712
1.0520188
1.4700209
1.4764115
1.7778927
1.2733246
1.123118
0.6396395
1.2920309
1.3339039
1.3567749
1.4936901
1.4696366
1.5022427
1.6203209
1.0134741
1.3599249
1.4589382
1.3748204
1.5406157
1.6760632
1.4483143
1.4979845
1.2381855
0.9900137
1.4318501
1.3366448
1.1405655
1.364945
1.1936747
1.3862292
1.3188187
1.3393246
1.1867567
1.2702042
1.307222
1.0141712
1.176994
1.2825342
1.5312716
1.312203
1.2762772
1.3360611
1.3770605
1.3612448
1.1561676
0.36850414
1.4923416
1.5578972
1.759935
1.6983763
0.61661303
1.5731388
0.8858038
1.6322972
1.1871458
1.2011505
1.0073754
1.0546976
1.027825
1.2631193
1.0254542
1.1037766
1.0952421
1.0746971
1.1188599
0.5960642
0.6998688
0.32745132
0.83471453
1.1658989
1.0757929
1.1647736
0.10364304
1.2076918
0.6331593
1.1980244
0.5420214
1.1338726
1.3431059
